"","...1","location_name","res_date","res_price","res_price_sqr","res_sqr","construction_year","levels","bedrooms","bathrooms","deleted","deleted_at","status","energyclass","auto_heating","solar","cooling","safe_door","gas","fireplace","furniture","student","parking"
"683",787,"Kallithea",2022-05-06,130000,2600,50,2021,"1st",1,1,1,2022-05-14,"Newly built","Non effective",0,1,0,0,0,0,0,0,NA
"684",788,"Kallithea",2022-04-03,425000,3400,125,2022,"1st",3,1,1,2022-04-17,"Under construction","A",1,0,0,1,0,1,0,0,NA
"685",789,"Kallithea",2022-03-21,72000,1500,48,1979,"Semibasement",1,1,1,2022-03-26,"Renovated","Pending",0,0,0,0,0,0,0,0,NA
"686",790,"Kallithea",2022-04-01,40000,1081,37,1968,"Ground",1,1,1,2022-04-02,"Good","G",0,0,0,0,0,0,0,0,NA
"687",791,"Kallithea",2022-05-31,140000,1217,115,1978,"2nd",2,1,1,2022-06-10,"Good","E",0,1,1,1,0,0,0,0,NA
"688",792,"Kallithea",2022-04-08,245000,2526,97,1975,"1st",2,1,1,2022-04-17,"Renovated","C",1,0,1,1,0,0,0,0,NA
"689",793,"Kallithea",2021-11-11,220000,3099,71,2004,"2nd",2,1,0,NA,"Excellent","C",1,1,0,1,1,0,0,0,NA
"690",794,"Kallithea",2022-05-10,145000,2042,71,1975,"Ground",2,1,1,2022-05-13,"Renovated","G",0,0,1,0,0,0,0,0,NA
"691",795,"Kallithea",2022-06-01,3e+05,2500,120,1974,"5th",2,1,0,NA,"Renovated","F",0,0,0,1,0,0,0,0,NA
"692",796,"Kallithea",2022-03-19,380000,3333,114,2022,"5th",3,1,1,2022-03-28,"Under construction","A",1,0,0,1,0,1,0,0,NA
"693",797,"Kallithea",2022-03-27,230000,3067,75,1980,"3rd",2,1,1,2022-04-17,"Renovated","D",1,0,1,1,0,0,0,0,NA
"694",798,"Kallithea",2022-03-27,425000,3864,110,2003,"8th",3,1,1,2022-03-27,"Renovated","A+",1,0,0,1,1,1,1,0,NA
"695",799,"Kallithea",2021-11-25,1240000,2067,600,1997,"Other",10,6,1,2022-06-10,"Renovated","A",1,0,1,1,1,0,0,0,NA
"696",800,"Kallithea",2020-10-15,180000,2022,89,1978,"1st",2,2,1,2022-06-08,"Renovated","Pending",1,0,0,1,0,0,0,0,NA
"697",801,"Kallithea",2022-04-12,1e+05,2326,43,2006,"1st",1,1,1,2022-05-12,"Good","E",1,1,0,1,1,0,0,1,NA
"698",802,"Kallithea",2021-06-02,150000,2459,61,1972,"5th",1,1,1,2022-06-10,"Renovated","Pending",0,0,1,1,0,0,1,0,NA
"699",803,"Kallithea",2022-05-17,250000,2778,90,1980,"1st",2,1,1,2022-05-19,"Renovated","E",0,0,1,1,0,0,0,0,NA
"700",804,"Kallithea",2022-03-19,450000,3309,136,2020,"5th",3,1,1,2022-03-28,"Newly built","B+",1,0,0,1,0,1,0,0,NA
"701",806,"Kallithea",2022-06-01,217000,2170,100,1995,"3rd",2,1,1,2022-06-02,"Good",NA,0,0,0,0,0,0,0,0,NA
"702",807,"Kallithea",2022-03-09,330000,2598,127,1991,"8th",3,1,1,2022-05-10,"Excellent",NA,1,1,0,0,1,1,0,0,NA
"703",808,"Kallithea",2022-05-31,160000,1720,93,1988,"4th",2,1,0,NA,"Good","Pending",0,0,0,0,0,0,0,0,NA
"704",809,"Kallithea",2021-09-21,120000,1690,71,1978,"Ημιώροφος",2,1,1,2022-03-17,"Renovated","G",1,1,1,1,0,0,0,0,NA
"705",810,"Kallithea",2022-05-23,320000,2807,114,1983,"5th",2,1,1,2022-05-25,"Good","Pending",0,1,0,1,0,1,1,0,NA
"706",811,"Kallithea",2021-04-26,120000,2500,48,1964,"4th",1,1,0,NA,"Renovated","F",1,0,1,1,1,0,0,0,NA
"707",812,"Kallithea",2022-01-24,50000,3846,13,1970,"3rd",1,1,1,2022-03-17,"Good","G",0,1,0,0,0,0,1,0,NA
"708",813,"Kallithea",2022-06-06,3e+05,3000,100,1978,"3rd",2,1,0,NA,"Renovated","Pending",0,0,1,1,0,0,1,0,NA
"709",814,"Kallithea",2022-03-11,455000,3792,120,2022,"5th",3,1,1,2022-04-10,"Under construction","A",1,0,1,1,0,1,0,0,NA
"710",815,"Kallithea",2022-05-21,210000,1721,122,1973,"4th",3,1,0,NA,NA,"F",0,0,0,1,0,0,0,0,NA
"711",816,"Kallithea",2022-04-03,360000,3273,110,2021,"4th",3,2,1,2022-04-05,"Under construction","Pending",1,0,0,0,1,1,0,0,NA
"712",817,"Kallithea",2022-06-01,180000,2368,76,2005,"4th",2,NA,0,NA,"Good","D",0,0,0,1,0,0,0,0,NA
"713",818,"Kallithea",2022-05-06,92000,1533,60,1981,"1st",1,1,1,2022-05-14,"Good","E",0,0,0,0,0,0,0,0,NA
"714",819,"Kallithea",2022-05-19,350000,3125,112,2004,"1st",3,1,1,2022-05-26,"Excellent","C",0,0,0,1,0,1,0,0,"Κλειστό parking"
"715",820,"Kallithea",2022-05-09,350000,4375,80,2022,"7th",2,1,1,2022-05-23,"Under construction","A",0,0,0,1,0,1,0,0,NA
"716",821,"Kallithea",2022-03-28,270000,2935,92,2022,"1st",2,1,1,2022-04-05,"Under construction","A",1,0,1,1,0,1,0,0,NA
"717",822,"Kallithea",2022-04-16,390000,3421,114,2022,"6th",3,1,1,2022-05-10,"Under construction","A",1,0,0,1,0,1,0,0,NA
"718",823,"Kallithea",2022-04-19,145000,1726,84,1980,"1st",2,1,1,2022-05-12,"Excellent","D",1,0,0,1,0,0,0,0,NA
"719",824,"Kallithea",2022-03-26,320000,3200,100,2022,"1st",3,1,1,2022-05-26,"Under construction","A",1,0,0,1,1,0,0,0,"Κλειστό parking"
"720",825,"Kallithea",2021-12-14,256000,2844,90,2021,"4th",2,1,0,NA,"Newly built","A",0,1,1,1,0,0,0,0,NA
"721",826,"Kallithea",2022-05-18,240000,2474,97,1975,"1st",2,1,1,2022-06-10,"Renovated","E",0,0,1,1,0,0,0,0,NA
"722",827,"Kallithea",2022-04-05,130000,2364,55,1974,"4th",1,1,1,2022-04-14,"Good","A",0,0,0,0,0,0,0,0,NA
"723",828,"Kallithea",2022-04-03,62000,954,65,1978,"Semibasement",1,1,1,2022-04-11,"Good","Pending",1,0,0,0,0,0,0,1,NA
"724",829,"Kallithea",2022-05-05,116000,1589,73,1978,"3rd",1,1,1,2022-05-12,"Good","F",0,0,0,0,0,0,0,0,NA
"725",830,"Kallithea",2022-03-11,330000,3084,107,2021,"4th",3,1,1,2022-04-27,"Under construction","A+",1,0,1,1,0,0,0,0,NA
"726",831,"Kallithea",2022-05-22,440000,2895,152,2022,"2nd",4,2,1,2022-05-30,"Under construction","A",0,0,0,1,0,0,0,0,NA
"727",834,"Kallithea",2021-12-30,315000,3462,91,2021,"5th",3,1,1,2022-03-17,"Under construction","B+",1,0,1,1,1,1,0,0,"Ανοιχτό parking"
"728",835,"Kallithea",2021-09-29,70000,500,140,1970,"Basement",1,1,0,NA,NA,"G",0,0,0,0,0,0,0,0,NA
"729",837,"Kallithea",2022-03-08,215000,2986,72,2021,"5th",2,1,1,2022-03-18,NA,"Non effective",1,1,0,0,0,0,0,0,NA
"730",838,"Kallithea",2022-06-01,146000,3244,45,2005,"2nd",1,1,1,2022-06-10,"Good","D",0,0,0,1,0,0,0,0,NA
"731",839,"Kallithea",2022-04-18,165000,1964,84,1973,"Other",2,1,1,2022-04-20,"Renovated","G",1,0,1,1,1,0,0,0,NA
"732",841,"Kallithea",2022-05-19,40000,1081,37,1968,"Ground",1,1,1,2022-05-26,"Good","G",0,0,0,0,0,0,0,0,NA
"733",842,"Kallithea",2022-03-14,320000,3077,104,2021,"2nd",3,1,1,2022-03-17,"Under construction","B+",1,0,0,1,0,1,0,0,NA
"734",843,"Kallithea",2022-05-29,5e+05,3817,131,2022,"7th",3,1,1,2022-06-10,"Under construction","A",1,0,0,1,0,1,0,0,NA
"735",844,"Kallithea",2022-04-14,210000,1448,145,1974,"5th",3,1,1,2022-04-15,"Good","F",1,1,1,1,0,1,0,0,NA
"736",846,"Kallithea",2022-05-03,105000,1842,57,1972,"2nd",1,1,1,2022-05-08,"Good","D",0,1,1,0,0,0,1,0,NA
"737",847,"Kallithea",2022-04-10,270000,2523,107,1989,"4th",2,1,1,2022-04-11,"Good","Pending",1,1,0,0,0,1,0,0,NA
"738",848,"Kallithea",2021-06-01,220000,1732,127,1980,"4th",3,1,0,NA,"Renovated","C",1,1,0,1,1,0,0,0,NA
"739",849,"Kallithea",2022-04-12,118000,1372,86,1973,"Ground",1,1,1,2022-04-23,"Good","F",1,0,0,0,0,0,0,0,NA
"740",850,"Kallithea",2021-06-17,330000,2920,113,NA,"6th",3,2,1,2022-05-31,"Under construction","A",1,0,0,1,1,1,0,0,"Parking πιλωτής"
"741",851,"Kallithea",2021-10-27,180000,1314,137,1969,"1st",3,1,0,NA,"Excellent","Non effective",1,0,0,1,0,0,0,0,NA
"742",852,"Kallithea",2021-11-10,275000,3161,87,2021,"2nd",2,1,1,2022-06-10,"Newly built","B+",1,1,0,1,1,0,0,0,NA
"743",853,"Kallithea",2020-09-28,290000,2661,109,1990,"3rd",3,1,1,2022-06-10,"Good","Pending",1,0,0,0,0,1,0,0,"Ανοιχτό parking"
"744",855,"Kallithea",2022-05-04,210000,2100,100,1979,"1st",3,1,1,2022-05-12,"Good","F",0,0,0,0,0,0,0,0,NA
"745",856,"Kallithea",2021-12-10,175000,1882,93,1977,"5th",2,1,0,NA,"Renovated","D",1,1,1,1,0,0,0,0,NA
"746",857,"Kallithea",2021-04-23,340000,2787,122,2019,"3rd",3,1,1,2022-04-22,"Under construction","A+",1,0,0,1,1,1,0,0,"Parking πιλωτής"
"747",858,"Kallithea",2022-02-24,224000,2699,83,2022,"1st",2,1,0,NA,"Under construction","A+",1,1,1,1,0,0,0,0,"Parking πιλωτής"
"748",859,"Kallithea",2022-05-07,150000,1500,100,1976,"4th",3,1,1,2022-05-16,"Renovated","F",0,0,0,1,0,0,0,0,NA
"749",860,"Kallithea",2022-03-22,48000,960,50,1958,"2nd",NA,NA,1,2022-03-26,"Good","E",0,0,0,0,0,0,0,0,NA
"750",861,"Kallithea",2019-09-18,58000,967,60,1980,"Basement",1,1,1,2022-03-23,"Good",NA,1,0,0,0,1,0,0,0,NA
"751",862,"Kallithea",2022-02-20,275000,3438,80,2018,"3rd",2,2,1,2022-06-10,"Newly built",NA,0,1,1,1,0,0,1,1,NA
"752",863,"Kallithea",2022-05-05,250000,2778,90,1980,"1st",2,1,1,2022-05-07,"Renovated","E",0,0,1,1,0,0,0,0,NA
"753",864,"Kallithea",2022-01-24,69000,750,92,1980,"Ground",NA,NA,1,2022-05-07,"Needs renovation","F",0,0,0,0,0,0,0,0,NA
"754",865,"Kallithea",2022-04-27,65000,1383,47,NA,"Other",1,1,1,2022-05-07,"Excellent","D",0,0,1,1,0,0,0,0,NA
"755",866,"Kallithea",2022-02-04,155000,1761,88,NA,"Ground",2,NA,1,2022-06-10,"Good","E",0,0,1,0,0,0,0,0,NA
"756",869,"Kallithea",2022-03-08,295000,2783,106,2020,"5th",3,2,1,2022-03-18,"Newly built","B+",1,0,0,0,1,0,0,0,NA
"757",870,"Kallithea",2022-01-22,590000,4214,140,2022,"6th",3,1,0,NA,"Newly built","A+",1,1,1,1,1,1,0,0,NA
"758",871,"Kallithea",2022-05-05,390000,3545,110,2021,"3rd",3,1,1,2022-05-12,"Excellent","B+",0,1,0,0,0,1,0,0,NA
"759",872,"Kallithea",2022-03-21,3e+05,2400,125,1989,"3rd",2,1,1,2022-03-23,"Good","E",1,0,0,0,1,1,0,0,NA
"760",874,"Kallithea",2022-01-24,165000,1854,89,1974,"5th",2,1,0,NA,"Renovated","G",1,0,1,1,0,0,0,0,NA
"761",877,"Kallithea",2022-03-03,185000,2467,75,2010,"1st",2,1,1,2022-05-25,"Excellent","C",1,0,0,1,1,0,0,0,NA
"762",878,"Kallithea",2022-05-30,135000,1350,100,1983,"2nd",2,1,1,2022-06-04,"Excellent","F",0,0,1,1,0,0,0,0,NA
"763",879,"Kallithea",2022-05-24,239000,2598,92,1974,"4th",2,2,1,2022-05-25,"Good","Pending",0,1,0,0,0,0,0,0,NA
"764",881,"Kallithea",2022-05-22,430000,3233,133,2022,"2nd",4,2,1,2022-05-30,"Under construction","A",0,0,0,1,0,0,0,0,NA
"765",882,"Kallithea",2022-06-06,105000,2019,52,1962,"3rd",1,1,1,2022-06-10,"Renovated","Excemption",0,0,1,1,0,0,0,0,NA
"766",883,"Kallithea",2022-05-05,240000,2400,100,1970,"5th",2,2,1,2022-05-07,"Good","Pending",0,0,0,1,0,0,0,0,NA
"767",884,"Kallithea",2022-03-20,205000,1708,120,1970,"4th",3,1,1,2022-03-25,"Good","G",1,0,1,1,0,0,0,0,NA
"768",886,"Kallithea",2021-11-18,135000,1800,75,1975,"3rd",2,1,1,2022-05-07,"Renovated","D",1,0,1,0,0,0,0,0,NA
"769",887,"Kallithea",2022-04-10,250000,2632,95,1975,"4th",2,1,1,2022-04-11,"Good","Pending",1,0,0,0,0,0,0,0,NA
"770",889,"Kallithea",2021-06-07,240000,2824,85,2022,"3rd",2,1,1,2022-04-08,"Newly built","A+",1,0,0,1,1,0,0,0,NA
"771",890,"Kallithea",2022-04-11,156000,1515,103,1985,"3rd",2,1,1,2022-04-20,"Renovated","B",1,1,0,1,1,0,0,0,NA
"772",891,"Kallithea",2022-03-21,75000,1415,53,1970,"4th",1,1,1,2022-04-05,"Good","G",1,0,1,0,1,0,0,0,NA
"773",892,"Kallithea",2022-02-28,45000,1286,35,1970,"Semibasement",1,1,1,2022-03-23,"Other","E",0,0,1,1,0,0,0,1,NA
"774",893,"Kallithea",2022-03-23,95000,1484,64,1984,"2nd",1,1,1,2022-03-24,"Renovated","B",0,0,0,0,0,0,0,0,NA
"775",894,"Kallithea",2022-02-28,360000,3273,110,2021,"1st",3,1,1,2022-03-18,"Under construction","A",1,1,0,1,1,1,0,0,NA
"776",895,"Kallithea",2022-02-18,58000,967,60,1973,"Ground",1,1,1,2022-03-23,"Good","F",1,0,1,0,0,0,0,0,NA
"777",896,"Kallithea",2022-06-07,140000,1944,72,1976,"1st",2,NA,1,2022-06-08,"Excellent","Pending",0,0,0,1,0,0,0,0,NA
"778",897,"Kallithea",2022-05-11,38000,1188,32,1968,"1st",1,1,1,2022-05-12,"Needs renovation","G",0,0,0,0,0,0,0,0,NA
"779",898,"Kallithea",2017-11-28,2e+05,3448,58,1945,"2nd",1,1,1,2022-05-18,NA,NA,0,0,1,0,0,0,1,0,NA
"780",899,"Kallithea",2020-02-03,315000,3000,105,1981,"5th",2,1,1,2022-06-02,"Other","C",1,0,0,1,0,0,0,0,NA
"781",900,"Kallithea",2022-05-06,30000,968,31,1977,"Semibasement",1,1,0,NA,"Good",NA,0,0,0,0,0,0,0,0,NA
"782",902,"Kallithea",2022-04-12,380000,3800,100,2022,"6th",3,1,1,2022-06-10,"Under construction","A",0,1,1,1,1,1,0,0,"Υπόγειο parking"
"783",903,"Kallithea",2022-06-02,160000,1882,85,1980,"2nd",2,1,1,2022-06-10,"Renovated","E",0,0,0,0,0,0,0,0,NA
"784",904,"Kallithea",2022-05-04,168000,1647,102,1987,"3rd",2,1,1,2022-05-12,"Renovated","F",0,0,0,1,0,0,0,0,NA
"785",905,"Kallithea",2022-05-09,160000,3333,48,1966,"Ground",NA,NA,1,2022-06-10,"Renovated","G",0,0,0,1,0,0,0,1,NA
"786",906,"Kallithea",2022-02-14,280000,3457,81,2022,"2nd",2,1,1,2022-06-10,"Newly built",NA,1,1,0,1,0,0,0,0,NA
"787",907,"Kallithea",2022-03-14,520000,3421,152,2022,"6th",4,2,1,2022-03-21,"Under construction","A",1,0,0,1,0,0,0,0,NA
"788",908,"Kallithea",2022-03-27,350000,3271,107,2020,"6th",3,1,1,2022-03-28,"Newly built","B+",1,0,0,1,0,1,0,0,NA
"789",909,"Kallithea",2022-03-11,120000,1237,97,1975,"2nd",2,1,1,2022-03-17,"Renovated","E",1,0,0,0,0,0,0,0,NA
"790",910,"Kallithea",2021-12-16,195000,2708,72,2021,"2nd",2,1,1,2022-03-17,"Under construction","B+",1,0,0,1,1,0,0,0,NA
"791",912,"Kallithea",2022-04-14,170000,1700,100,1966,"4th",2,1,1,2022-05-01,"Good","Pending",0,0,0,1,0,0,0,0,NA
"792",913,"Kallithea",2022-05-11,280000,3500,80,2022,"Other",2,1,1,2022-06-10,"Newly built","A",0,0,1,1,0,1,0,0,NA
"793",914,"Kallithea",2022-05-30,140000,2000,70,1975,"Ημιώροφος",1,1,0,NA,"Good","C",0,0,0,1,1,0,0,1,NA
"794",915,"Kallithea",2022-04-12,206000,2146,96,1987,"5th",2,1,1,2022-06-07,"Needs renovation","D",0,0,0,0,0,0,0,0,NA
"795",916,"Kallithea",2022-04-14,185000,2313,80,1982,"2nd",2,1,1,2022-05-07,"Excellent","E",1,1,1,1,1,0,0,0,NA
"796",917,"Kallithea",2022-05-17,350000,3125,112,2004,"1st",3,1,1,2022-06-10,"Newly built","C",0,0,1,1,0,0,0,0,NA
"797",918,"Kallithea",2022-01-11,80000,1455,55,1985,"1st",1,1,1,2022-05-26,"Good","E",0,0,0,0,0,0,0,0,NA
"798",919,"Kallithea",2022-04-05,4e+05,3509,114,2021,"5th",3,1,1,2022-06-10,"Newly built","A+",1,1,1,1,0,1,0,0,"Υπόγειο parking"
"799",920,"Kallithea",2022-02-24,249000,3000,83,2022,"4th",2,1,1,2022-04-01,"Under construction","A+",1,1,1,1,0,0,0,0,"Parking πιλωτής"
"800",921,"Kallithea",2022-03-27,365000,2786,131,2022,"1st",3,1,1,2022-03-29,"Under construction","A",1,0,0,1,0,1,0,0,NA
"801",922,"Kallithea",2022-05-08,185000,2500,74,1975,"3rd",1,1,1,2022-05-09,"Excellent","Pending",0,0,0,0,0,0,0,0,NA
"802",923,"Kallithea",2022-06-05,235000,2217,106,1990,"4th",2,1,1,2022-06-08,"Good","C",0,1,1,0,0,1,0,0,NA
"803",924,"Kallithea",2022-06-09,190000,1667,114,1994,"3rd",3,1,0,NA,NA,"B",0,0,0,0,0,0,0,0,NA
"804",925,"Kallithea",2022-03-19,110000,1571,70,1980,"1st",2,NA,1,2022-06-07,"Other","F",1,0,0,0,0,0,0,0,NA
"805",926,"Kallithea",2022-05-17,145000,1318,110,1973,"1st",2,1,1,2022-05-18,"Excellent","F",0,0,0,0,0,0,0,0,NA
"806",928,"Kallithea",2022-03-09,160000,2000,80,1979,"5th",2,1,1,2022-05-09,"Good","Non effective",1,0,1,0,0,0,0,0,NA
"807",929,"Kallithea",2022-05-17,130000,2600,50,2010,"4th",1,1,1,2022-05-25,"Excellent","Pending",0,1,0,1,0,0,0,1,NA
"808",930,"Kallithea",2022-05-08,210000,3043,69,1960,"5th",2,1,1,2022-05-09,"Good","Pending",0,0,1,1,0,0,0,0,NA
"809",931,"Kallithea",2022-04-11,275000,2778,99,1983,"4th",2,1,1,2022-04-12,"Good","E",1,1,0,1,1,1,0,0,NA
"810",932,"Kallithea",2021-11-17,145000,1648,88,1974,"2nd",2,1,1,2022-05-07,"Renovated","E",1,1,0,1,0,0,0,0,NA
"811",933,"Kallithea",2022-05-20,105000,1500,70,1972,"Ground",2,1,1,2022-05-21,"Needs renovation","F",0,0,0,0,0,0,0,1,NA
"812",934,"Kallithea",2022-02-05,70000,1400,50,1970,"2nd",2,1,1,2022-04-07,NA,NA,1,1,1,0,0,0,0,0,NA
"813",935,"Kallithea",2022-01-24,270000,2213,122,1975,"4th",2,1,1,2022-06-10,"Renovated","F",1,1,1,0,1,0,0,0,NA
"814",936,"Kallithea",2022-06-09,135000,1286,105,1976,"3rd",2,1,0,NA,"Good","F",0,0,1,0,0,1,0,0,NA
"815",937,"Kallithea",2021-06-07,185000,2102,88,1975,"5th",2,1,1,2022-06-10,NA,"F",0,0,0,0,0,0,0,0,NA
"816",938,"Kallithea",2022-06-06,90000,1406,64,1960,"4th",2,1,0,NA,"Renovated","G",0,0,0,0,0,1,0,0,NA
"817",939,"Kallithea",2022-05-24,60000,1154,52,1979,"Semibasement",1,1,1,2022-05-31,"Renovated","F",0,0,0,0,0,0,0,0,NA
"818",940,"Kallithea",2022-03-04,105000,1382,76,1975,"Ground",1,1,1,2022-06-10,NA,NA,0,0,0,0,0,0,0,0,NA
"819",941,"Kallithea",2022-05-18,128000,1707,75,1970,"5th",1,1,0,NA,"Excellent","Pending",0,0,1,1,0,0,1,0,NA
"820",942,"Kallithea",2021-05-16,129000,2345,55,1967,"2nd",2,1,1,2022-04-22,NA,NA,1,0,1,1,0,0,0,1,NA
"821",943,"Kallithea",2022-04-14,165000,1964,84,1972,"Ημιώροφος",2,1,1,2022-04-15,"Good","Pending",1,1,1,1,1,0,0,1,NA
"822",944,"Kallithea",2022-04-12,4e+05,3960,101,2009,"6th",2,1,1,2022-04-14,"Good","B",1,0,0,1,1,1,0,0,NA
"823",945,"Kallithea",2022-05-29,350000,3125,112,2004,"1st",3,1,1,2022-06-02,"Excellent","C",1,0,0,1,1,1,0,0,"Κλειστό parking"
"824",946,"Kallithea",2022-01-31,179000,1530,117,1974,"4th",3,1,1,2022-04-02,NA,"A",1,0,1,1,0,0,0,0,NA
"825",948,"Kallithea",2022-04-10,70000,1400,50,1970,"3rd",1,1,1,2022-04-11,"Good","Pending",0,0,1,0,0,0,0,0,NA
"826",950,"Kallithea",2020-10-13,60000,1429,42,1974,"Ημιώροφος",1,1,1,2022-05-31,"Renovated","D",1,0,0,1,0,0,0,0,NA
"827",951,"Kallithea",2021-11-14,520000,3333,156,2020,"2nd",3,2,1,2022-06-10,"Under construction","Non effective",1,0,1,1,1,1,0,0,NA
"828",952,"Kallithea",2022-03-16,340000,3178,107,2019,"6th",3,NA,1,2022-03-23,"Under construction","A",0,0,0,0,0,0,0,0,NA
"829",953,"Kallithea",2022-02-23,90000,918,120,1970,"1st",2,2,1,2022-06-08,"Excellent",NA,1,0,0,0,0,0,0,0,NA
"830",954,"Kallithea",2022-02-16,150000,1875,80,1976,"1st",2,1,1,2022-04-20,"Needs renovation",NA,1,1,0,0,0,0,0,0,NA
"831",956,"Kallithea",2022-01-31,290000,2900,100,2021,"3rd",3,1,1,2022-06-10,"Newly built","A",1,1,1,1,1,1,0,0,NA
"832",957,"Kallithea",2022-05-24,3e+05,2679,112,2012,"3rd",3,1,1,2022-05-25,"Excellent","A",0,1,0,1,0,0,0,0,NA
"833",958,"Kallithea",2022-04-14,302000,4314,70,2021,"2nd",2,1,0,NA,"Under construction","Pending",1,0,0,1,1,0,0,0,NA
"834",959,"Kallithea",2022-05-19,59000,1405,42,1975,"Semibasement",1,1,1,2022-05-26,"Renovated","F",0,0,0,0,0,0,0,0,NA
"835",961,"Kallithea",2020-06-24,395000,3435,115,2020,"7th",3,2,1,2022-06-10,"Newly built","A",1,1,1,1,1,1,0,0,NA
"836",963,"Kallithea",2022-04-03,3e+05,3261,92,2022,"4th",2,1,1,2022-04-17,"Under construction","A",1,0,1,1,0,1,0,0,NA
"837",964,"Kallithea",2022-04-04,275000,3198,86,2014,"5th",2,1,1,2022-04-05,"Excellent","B+",1,1,1,1,1,0,0,0,"Υπόγειο parking"
"838",965,"Kallithea",2022-03-04,250000,2688,93,1981,"1st",2,1,1,2022-03-30,"Renovated","C",0,0,1,1,1,0,1,0,NA
"839",966,"Kallithea",2022-05-28,119000,2204,54,1990,"4th",1,1,1,2022-05-29,"Excellent","Pending",1,0,0,1,1,0,0,0,NA
"840",967,"Kallithea",2022-03-19,340000,3178,107,2020,"5th",3,1,1,2022-03-28,"Newly built","B+",1,0,0,1,0,1,0,0,NA
"841",968,"Kallithea",2020-03-19,215000,2337,92,1973,"5th",2,1,1,2022-05-26,"Excellent","C",1,1,1,1,0,0,0,0,NA
"842",969,"Kallithea",2022-01-16,215000,2471,87,1974,"Ημιώροφος",2,1,1,2022-04-02,"Renovated","C",1,0,1,0,1,0,0,0,NA
"843",970,"Kallithea",2022-04-15,140000,1429,98,1977,"4th",2,1,0,NA,NA,"G",1,0,0,0,0,0,0,0,NA
"844",971,"Kallithea",2021-05-12,161000,2597,62,1966,"1st",1,1,0,NA,NA,NA,1,1,0,1,0,0,0,1,NA
"845",972,"Kallithea",2019-12-19,210000,3000,70,1973,"2nd",2,1,1,2022-03-17,"Excellent","Non effective",1,0,0,0,0,0,0,0,NA
"846",973,"Kallithea",2022-05-17,215000,1870,115,1975,"1st",2,1,1,2022-05-21,"Renovated","F",0,0,1,1,0,0,0,0,NA
"847",974,"Kallithea",2022-03-21,149000,3386,44,2008,"7th",1,1,1,2022-03-23,"Excellent","C",1,0,0,1,1,0,0,1,"Ανοιχτό parking"
"848",976,"Kallithea",2019-10-31,120000,1600,75,1978,"1st",2,1,0,NA,"Good","F",0,0,0,0,1,0,0,0,NA
"849",978,"Kallithea",2021-09-15,180000,2250,80,2001,"1st",2,1,1,2022-03-17,"Excellent","D",1,0,0,1,0,0,0,0,NA
"850",979,"Kallithea",2022-05-16,115000,1643,70,1970,"Ground",1,1,0,NA,"Needs renovation","F",0,0,0,0,0,0,0,0,"Ανοιχτό parking"
"851",980,"Kallithea",2022-03-22,255000,2277,112,1985,"5th",3,1,1,2022-03-24,"Renovated","F",1,0,1,1,0,0,0,0,NA
"852",981,"Kallithea",2022-05-10,450000,3719,121,2022,"6th",3,1,1,2022-05-25,"Under construction","A",0,0,0,1,0,1,0,0,NA
"853",982,"Kallithea",2022-05-12,320000,3478,92,2022,"4th",3,1,0,NA,"Under construction","A",0,0,0,1,0,0,0,0,NA
"854",984,"Kallithea",2020-12-10,95000,1056,90,1975,"Ground",1,1,1,2022-05-21,"Needs renovation","F",0,0,0,0,0,0,0,1,NA
"855",985,"Kallithea",2018-12-17,320000,2667,120,1960,"1st",2,1,1,2022-06-10,NA,NA,1,0,0,0,0,0,0,0,NA
"856",986,"Kallithea",2022-05-31,110000,1571,70,1975,"1st",2,1,1,2022-06-07,NA,"Pending",0,0,0,0,0,0,0,1,NA
"857",989,"Kallithea",2022-05-13,150000,1563,96,1973,"2nd",2,1,1,2022-05-14,"Good","F",0,0,0,0,0,0,0,0,NA
"858",990,"Kallithea",2022-03-22,150000,2000,75,1970,"1st",2,1,1,2022-05-24,"Renovated","G",1,0,1,1,1,0,1,0,NA
"859",991,"Kallithea",2022-05-31,360000,3273,110,2021,"4th",3,2,0,NA,"Under construction","Pending",0,0,0,0,0,1,0,0,NA
"860",992,"Kallithea",2022-05-15,50000,833,60,1975,"Semibasement",1,1,1,2022-05-25,"Renovated","Pending",0,0,1,0,0,0,0,1,NA
"861",993,"Kallithea",2022-06-03,225000,3169,71,2022,"2nd",2,1,1,2022-06-10,NA,"B+",0,0,0,1,0,0,0,0,NA
"862",995,"Kallithea",2021-01-20,55000,1774,31,1975,"Semibasement",NA,1,1,2022-06-10,NA,NA,0,0,1,1,0,0,0,0,NA
"863",996,"Kallithea",2022-04-16,70000,761,92,1970,"Ground",NA,1,1,2022-05-07,"Good","F",0,0,0,0,0,0,0,0,NA
"864",997,"Kallithea",2022-03-11,325000,3095,105,2022,"1st",3,1,1,2022-03-17,"Under construction","A+",1,1,1,1,0,1,0,0,NA
"865",999,"Kallithea",2022-05-20,380000,3455,110,2021,"5th",3,2,1,2022-05-31,"Under construction","Pending",0,0,0,0,0,1,0,0,NA
"866",1000,"Kallithea",2022-03-10,215000,2067,104,1970,"4th",2,1,1,2022-06-10,"Renovated","E",1,0,1,1,1,0,0,0,NA
"867",1001,"Kallithea",2022-04-20,85000,1288,66,1960,"Ground",NA,NA,0,NA,"Needs renovation","G",0,0,0,0,0,0,0,0,NA
