"","...1","location_name","res_date","res_price","res_price_sqr","res_sqr","construction_year","levels","bedrooms","bathrooms","deleted","deleted_at","status","energyclass","auto_heating","solar","cooling","safe_door","gas","fireplace","furniture","student","parking"
"186",217,"Kallithea",2022-02-09,50000,926,54,1980,"Semibasement",2,1,1,2022-04-11,"Good","Non effective",1,0,0,1,0,0,0,1,NA
"187",218,"Kallithea",2022-02-22,50000,1250,40,1980,"Ground",1,1,0,NA,NA,NA,0,0,0,0,0,0,0,1,NA
"188",220,"Kallithea",2021-02-09,130000,1625,80,1980,"1st",2,1,1,2022-03-21,"Not finished","E",0,0,0,1,0,0,0,0,NA
"189",221,"Kallithea",2021-09-27,2e+05,2439,82,2008,"1st",2,1,1,2022-06-10,"Newly built","C",1,0,0,0,1,0,0,0,NA
"190",222,"Kallithea",2022-02-02,365000,3510,104,NA,"6th",3,1,1,2022-06-10,"Newly built","B+",1,0,0,0,1,1,0,0,"Κλειστό parking"
"191",223,"Kallithea",2022-02-25,165000,2750,60,2008,"6th",1,1,1,2022-04-15,"Renovated","B",1,1,0,1,1,0,0,0,"Υπόγειο parking"
"192",224,"Kallithea",2022-04-03,340000,2429,140,1976,"5th",3,1,1,2022-04-05,"Good","F",1,0,0,1,1,0,0,0,NA
"193",225,"Kallithea",2022-04-15,220000,2200,100,1966,"1st",2,1,1,2022-04-29,"Renovated","G",1,1,0,0,0,0,0,0,NA
"194",226,"Kallithea",2020-08-07,280000,2617,107,1978,"1st",2,1,1,2022-06-10,NA,"E",1,0,1,1,0,0,0,0,NA
"195",227,"Kallithea",2022-05-11,219000,3590,61,2022,"3rd",2,1,1,2022-06-10,"Newly built","A+",0,1,1,1,0,0,0,0,NA
"196",228,"Kallithea",2020-07-23,234000,2272,103,1979,"2nd",2,1,0,NA,NA,NA,1,1,0,1,0,0,0,0,NA
"197",229,"Kallithea",2022-05-14,380000,2923,130,2000,"4th",3,1,1,2022-06-02,"Excellent","Pending",0,1,0,1,0,1,1,0,NA
"198",230,"Kallithea",2022-05-19,320000,2807,114,NA,"5th",2,1,1,2022-05-21,"Renovated","Pending",0,1,1,1,0,1,1,0,NA
"199",231,"Kallithea",2021-05-05,250000,3289,76,2011,"4th",2,1,1,2022-06-10,"Newly built",NA,1,0,0,0,0,0,0,0,"Ανοιχτό parking"
"200",232,"Kallithea",2021-10-11,72000,1108,65,1975,"5th",2,1,1,2022-03-17,"Good","Non effective",1,1,0,1,0,0,0,0,NA
"201",233,"Kallithea",2022-05-03,330000,3367,98,2022,"5th",3,2,1,2022-06-10,"Newly built","B+",0,1,1,1,0,1,0,0,NA
"202",234,"Kallithea",2022-04-15,245000,3403,72,2020,"5th",2,1,1,2022-04-30,"Newly built","B+",1,0,0,0,0,0,0,0,"Κλειστό parking"
"203",235,"Kallithea",2022-03-03,390000,3545,110,2021,"3rd",3,1,1,2022-03-17,"Excellent","B+",1,1,0,0,1,1,0,0,NA
"204",237,"Kallithea",2021-05-05,2e+05,2247,89,1972,"2nd",2,1,1,2022-05-14,"Good","F",0,0,0,0,0,0,0,0,NA
"205",238,"Kallithea",2022-06-03,285000,2689,106,2020,"4th",3,2,0,NA,"Newly built","B+",0,0,0,0,0,0,0,0,NA
"206",239,"Kallithea",2022-06-07,115000,1533,75,1979,"2nd",2,1,0,NA,NA,"Pending",0,0,0,0,0,0,0,0,NA
"207",240,"Kallithea",2022-04-28,220000,2200,100,1966,"1st",2,1,1,2022-05-12,"Renovated","G",0,1,0,0,0,0,0,0,NA
"208",243,"Kallithea",2022-05-13,185000,2126,87,2008,"1st",2,1,1,2022-06-10,"Good","C",0,0,0,1,0,0,0,0,NA
"209",245,"Kallithea",2022-04-12,176500,1605,110,1989,"1st",3,1,1,2022-04-16,"Good","G",1,0,0,1,0,0,0,0,NA
"210",246,"Kallithea",2022-02-22,139000,1958,71,1975,"2nd",2,1,1,2022-04-10,"Good","Pending",1,0,0,1,1,0,0,0,NA
"211",247,"Kallithea",2021-11-07,340000,3091,110,2021,"5th",3,1,1,2022-04-11,"Newly built","A",1,1,0,1,0,1,0,0,NA
"212",248,"Kallithea",2021-04-13,32000,1455,22,1978,"6th",1,NA,1,2022-03-23,"Excellent","F",1,0,1,0,0,0,0,0,NA
"213",249,"Kallithea",2021-06-02,70000,1429,49,1978,"1st",1,1,1,2022-03-17,"Other","Pending",1,0,1,1,0,0,0,0,NA
"214",250,"Kallithea",2020-07-31,520000,3333,156,2020,"2nd",4,2,1,2022-06-10,"Under construction","A+",1,1,0,1,1,0,0,0,"Υπόγειο parking"
"215",251,"Kallithea",2022-05-30,50000,1000,50,1978,"Ground",1,1,1,2022-06-10,"Needs renovation","D",0,0,0,0,0,0,0,0,NA
"216",252,"Kallithea",2022-04-27,115000,1575,73,1972,"2nd",2,1,1,2022-06-07,"Good","B",0,0,1,0,0,0,0,0,NA
"217",253,"Kallithea",2022-02-28,160000,2000,80,1975,"5th",3,1,1,2022-04-16,"Renovated","F",1,0,1,1,0,0,0,0,NA
"218",254,"Kallithea",2021-06-02,365000,3067,119,2021,"4th",3,2,1,2022-05-07,"Newly built","A+",1,1,1,1,1,1,0,0,NA
"219",256,"Kallithea",2022-04-11,53000,1060,50,NA,"Semibasement",1,1,1,2022-04-22,"Good","Non effective",0,0,0,0,0,0,0,0,NA
"220",258,"Kallithea",2022-03-22,280000,3111,90,1970,"1st",2,1,1,2022-06-10,"Renovated","G",1,0,0,1,1,0,0,0,NA
"221",259,"Kallithea",2022-03-24,115000,1769,65,1973,"1st",2,1,1,2022-05-01,"Newly built","Pending",1,0,1,1,0,0,0,0,NA
"222",260,"Kallithea",2021-12-10,250000,3434,73,1965,"1st",2,1,1,2022-06-10,"Renovated","F",1,0,1,1,0,0,0,0,NA
"223",261,"Kallithea",2021-12-16,205000,2662,77,2021,"2nd",2,1,1,2022-03-17,"Under construction","B+",1,0,0,1,1,0,0,0,NA
"224",262,"Kallithea",2022-04-05,137000,3341,41,2005,"5th",1,1,1,2022-04-07,"Good","D",1,0,0,1,0,0,0,0,NA
"225",263,"Kallithea",2022-06-06,260000,2549,102,1960,"3rd",NA,1,1,2022-06-10,"Renovated","E",0,0,1,1,0,0,0,0,NA
"226",264,"Kallithea",2021-10-27,95000,1092,87,1975,"1st",2,1,1,2022-05-17,"Other","E",0,0,0,0,0,0,0,0,NA
"227",265,"Kallithea",2021-06-02,125000,1316,95,1968,"2nd",2,1,1,2022-03-24,"Good","Pending",1,0,0,1,1,0,0,0,NA
"228",266,"Kallithea",2022-05-26,40000,851,47,1967,"Basement",2,1,1,2022-06-07,"Needs renovation","F",1,0,0,0,0,0,0,0,NA
"229",267,"Kallithea",2020-03-13,350000,2011,174,2009,"1st",3,2,1,2022-06-10,"Excellent","C",1,0,1,0,1,0,0,0,NA
"230",269,"Kallithea",2020-03-19,240000,2609,92,1980,"5th",NA,NA,1,2022-06-10,"Excellent","C",1,0,0,1,0,0,0,0,NA
"231",270,"Kallithea",2022-03-27,380000,3551,107,2020,"7th",3,1,1,2022-04-05,"Newly built","B+",1,0,0,1,0,1,0,0,NA
"232",271,"Kallithea",2022-02-04,210000,2386,88,2021,"4th",NA,1,1,2022-06-10,"Newly built","A",1,0,0,0,0,1,0,0,NA
"233",272,"Kallithea",2022-06-07,320000,2807,114,1985,"5th",2,1,1,2022-06-08,"Renovated","E",0,1,0,1,0,0,0,0,NA
"234",273,"Kallithea",2022-05-13,97000,1540,63,1971,"1st",1,1,1,2022-05-17,"Good","D",0,0,1,1,0,0,0,0,NA
"235",275,"Kallithea",2022-05-22,150000,1500,100,1976,"4th",3,1,1,2022-05-31,"Renovated","F",0,0,0,1,0,0,0,0,NA
"236",276,"Kallithea",2022-02-07,220000,2444,90,1976,"Other",3,2,1,2022-06-07,NA,"Pending",0,0,0,1,0,0,0,0,NA
"237",278,"Kallithea",2020-03-19,190000,3800,50,1975,"3rd",1,1,1,2022-06-07,NA,NA,1,0,0,0,0,0,0,1,NA
"238",279,"Kallithea",2021-10-26,75000,1596,47,1971,"Ημιώροφος",1,1,1,2022-05-30,"Good","F",1,0,0,1,1,0,0,0,NA
"239",280,"Kallithea",2022-04-26,210000,2800,75,2008,"3rd",2,NA,1,2022-04-29,"Newly built","Pending",0,1,1,1,0,0,0,0,NA
"240",281,"Kallithea",2019-02-22,68000,1015,67,1962,"Semibasement",2,1,1,2022-06-10,NA,NA,1,0,0,0,0,0,0,1,NA
"241",282,"Kallithea",2022-01-25,190000,1863,102,1982,"3rd",2,1,1,2022-03-17,"Excellent","F",1,0,0,0,0,0,0,0,NA
"242",283,"Kallithea",2022-03-09,250000,2500,100,1980,"5th",3,1,1,2022-03-27,"Good","Pending",1,0,0,1,0,0,0,0,NA
"243",284,"Kallithea",2022-04-14,90000,1406,64,1960,"4th",2,1,1,2022-04-16,"Renovated","G",1,0,0,0,0,1,0,0,NA
"244",285,"Kallithea",2017-05-08,210000,2763,76,2002,"1st",2,1,0,NA,"Other",NA,1,1,0,0,0,0,0,0,NA
"245",286,"Kallithea",2022-03-19,280000,3011,93,2020,"4th",3,1,1,2022-03-28,"Under construction","B+",1,0,0,1,0,1,0,0,NA
"246",287,"Kallithea",2021-07-07,190000,2000,95,1966,"3rd",2,1,1,2022-05-14,"Good","F",1,0,0,0,0,0,0,0,NA
"247",288,"Kallithea",2022-05-04,310000,2541,122,1986,"4th",3,1,1,2022-06-02,"Excellent","E",0,1,1,1,0,1,0,0,"Parking πιλωτής"
"248",289,"Kallithea",2022-02-20,230000,2584,89,1980,"3rd",2,1,1,2022-03-21,"Renovated","B",1,0,0,1,0,0,1,0,NA
"249",290,"Kallithea",2022-06-03,178000,2225,80,2000,"1st",2,1,0,NA,"Good","D",0,0,1,1,0,0,0,0,NA
"250",291,"Kallithea",2022-02-25,165000,2171,76,2008,"2nd",2,1,1,2022-03-21,NA,NA,1,1,0,1,0,0,0,0,NA
"251",292,"Kallithea",2022-03-29,115000,1597,72,1970,"Ground",2,1,0,NA,"Good","F",0,0,0,0,0,0,0,0,NA
"252",293,"Kallithea",2019-09-03,79000,1436,55,NA,"2nd",NA,NA,1,2022-05-03,"Renovated","E",1,0,1,0,0,0,0,0,NA
"253",294,"Kallithea",2022-03-17,1e+05,1111,90,1972,"1st",2,1,1,2022-03-23,"Good","Pending",1,0,0,0,0,0,0,0,NA
"254",295,"Kallithea",2022-05-06,198000,1980,100,1980,"3rd",2,1,1,2022-05-12,"Renovated","E",0,0,1,1,0,0,0,0,NA
"255",296,"Kallithea",2021-05-19,110000,2200,50,1967,"Ground",1,1,0,NA,NA,NA,1,0,1,1,0,0,0,1,NA
"256",297,"Kallithea",2022-04-19,435000,3718,117,2020,"2nd",3,2,1,2022-05-04,"Newly built","A+",0,0,0,0,0,0,0,0,"Υπόγειο parking"
"257",298,"Kallithea",2022-01-24,167000,1440,116,1970,"1st",2,1,1,2022-05-07,"Good","G",1,0,1,0,1,0,0,0,NA
"258",299,"Kallithea",2022-02-09,1e+06,3704,270,2008,"Ground",1,1,1,2022-06-10,"Excellent","A",1,1,0,1,0,0,0,0,NA
"259",300,"Kallithea",2022-05-04,241000,3951,61,1972,"3rd",1,1,1,2022-05-09,"Good","A",0,0,0,1,0,0,1,0,NA
"260",301,"Kallithea",2022-04-16,220000,2750,80,2005,"6th",2,1,1,2022-05-07,"Excellent","C",1,1,0,1,0,0,0,0,"Parking πιλωτής"
"261",303,"Kallithea",2022-05-10,99000,1650,60,1970,"5th",NA,1,1,2022-06-10,"Renovated","E",0,0,1,1,0,0,1,0,NA
"262",304,"Kallithea",2022-04-13,430000,3233,133,2022,"2nd",4,2,1,2022-04-17,"Under construction","A",1,0,0,1,0,0,0,0,NA
"263",305,"Kallithea",2022-05-20,90000,1800,50,NA,"Ground",1,1,0,NA,"Renovated","Pending",0,0,1,1,0,0,0,1,NA
"264",307,"Kallithea",2022-05-13,120000,1714,70,1972,"1st",2,1,1,2022-05-14,"Renovated","F",0,0,0,0,0,0,0,0,NA
"265",308,"Kallithea",2018-03-19,250000,1923,130,1970,"2nd",3,2,0,NA,NA,NA,1,0,1,1,0,0,1,0,NA
"266",309,"Kallithea",2022-04-21,130000,2600,50,1963,"Ground",1,1,1,2022-04-23,"Renovated","E",0,0,0,0,0,0,0,0,NA
"267",310,"Kallithea",2021-04-06,160000,1739,92,1970,"1st",NA,1,1,2022-06-10,"Good","D",1,0,0,1,0,0,0,0,NA
"268",312,"Kallithea",2021-11-25,85000,1628,52,1973,"4th",NA,NA,1,2022-06-10,"Other","D",0,0,0,0,0,0,0,0,NA
"269",313,"Kallithea",2022-05-18,120000,1714,70,1963,"3rd",2,1,1,2022-06-10,"Excellent",NA,0,0,0,1,0,0,0,0,NA
"270",314,"Kallithea",2022-06-02,1e+05,2174,46,1968,"3rd",1,1,1,2022-06-07,NA,"D",0,0,0,1,0,0,0,0,NA
"271",316,"Kallithea",2022-04-05,215000,2654,81,1972,"5th",2,1,1,2022-04-07,"Good","G",1,0,1,1,0,1,0,0,NA
"272",317,"Kallithea",2022-03-14,320000,3265,98,2021,"6th",3,1,1,2022-03-17,"Under construction","B+",0,0,0,1,1,1,0,0,"Κλειστό parking"
"273",318,"Kallithea",2022-05-13,230000,2556,90,2008,"4th",3,1,1,2022-06-07,"Good","B",0,1,0,1,0,0,0,0,NA
"274",319,"Kallithea",2022-01-07,25000,1087,23,1979,"Ground",NA,1,1,2022-03-24,"Other","F",0,0,0,0,0,0,0,0,NA
"275",320,"Kallithea",2022-05-06,130000,2889,45,2009,"3rd",1,1,1,2022-05-14,NA,"G",0,0,0,0,0,1,0,0,NA
"276",322,"Kallithea",2022-05-19,150000,1948,77,1967,"3rd",2,1,1,2022-05-20,"Excellent","F",0,0,0,1,0,0,0,0,NA
"277",323,"Kallithea",2020-11-16,305000,2905,105,2011,"3rd",3,1,1,2022-05-14,"Newly built","C",1,0,0,0,0,1,0,0,NA
"278",324,"Kallithea",2022-03-28,310000,3370,92,2022,"5th",2,1,1,2022-04-05,"Under construction","A",1,0,1,1,0,1,0,0,NA
"279",325,"Kallithea",2022-03-31,410000,2710,151,1963,"2nd",3,1,1,2022-06-02,"Good","F",1,0,0,1,0,0,0,0,NA
"280",326,"Kallithea",2021-09-17,193000,1043,185,1963,"2nd",3,1,1,2022-04-05,NA,"G",0,0,0,0,0,0,0,0,NA
"281",327,"Kallithea",2022-05-15,78000,1472,53,1968,"4th",1,1,1,2022-05-17,"Good","F",0,0,0,0,0,0,0,1,NA
"282",328,"Kallithea",2022-05-16,390000,2977,131,1983,"1st",2,1,1,2022-05-25,"Good","C",0,0,1,1,0,0,1,0,NA
"283",329,"Kallithea",2019-03-28,250000,2551,98,2011,"4th",3,1,0,NA,"Newly built",NA,1,0,0,1,1,1,0,0,"Υπόγειο parking"
"284",330,"Kallithea",2020-12-02,358680,3352,107,1970,"4th",3,1,0,NA,"Renovated","Non effective",1,0,1,0,0,0,0,0,NA
"285",331,"Kallithea",2022-02-28,144000,3429,42,2005,"5th",1,1,1,2022-03-23,"Other","D",1,0,0,1,0,0,0,0,NA
"286",332,"Kallithea",2022-02-26,360000,2975,121,2021,"3rd",3,1,1,2022-03-17,"Under construction","A",1,0,0,1,0,1,0,0,NA
"287",333,"Kallithea",2021-10-05,120000,1250,96,1957,"Ground",2,1,1,2022-04-01,"Excellent","F",1,0,0,0,0,0,0,0,NA
"288",334,"Kallithea",2021-07-19,140000,1944,72,1975,"Basement",2,1,1,2022-06-07,"Good","G",1,0,0,0,0,0,0,0,NA
"289",335,"Kallithea",2022-05-06,90000,1800,50,NA,"Ground",1,1,1,2022-05-09,"Renovated","Pending",0,0,1,1,0,0,0,1,NA
"290",336,"Kallithea",2022-04-06,66000,1737,38,1972,"3rd",1,1,1,2022-04-07,"Renovated","Pending",1,0,1,0,0,0,0,0,NA
"291",337,"Kallithea",2022-05-06,130000,2600,50,1963,"Ground",1,1,1,2022-05-07,"Renovated","E",0,0,0,0,0,0,0,0,NA
"292",338,"Kallithea",2022-03-23,310000,3163,98,2021,"5th",3,1,1,2022-03-25,"Good","B+",1,0,0,1,1,0,0,0,NA
"293",339,"Kallithea",2022-05-24,1e+05,1887,53,1982,"3rd",1,1,1,2022-06-10,"Good","F",0,0,0,0,0,0,0,0,NA
"294",340,"Kallithea",2022-04-12,150000,1786,84,1978,"2nd",2,1,1,2022-05-25,"Excellent","C",1,0,0,1,0,0,0,0,NA
"295",341,"Kallithea",2022-06-01,460000,4554,101,2009,"6th",2,1,1,2022-06-10,"Good","B",0,0,0,1,0,1,0,0,NA
"296",342,"Kallithea",2022-03-27,290000,3118,93,2020,"5th",3,1,1,2022-04-05,"Under construction","B+",1,0,0,1,0,1,0,0,NA
"297",343,"Kallithea",2022-04-11,230000,2300,100,2000,"1st",3,1,1,2022-04-14,"Newly built","B",1,0,1,1,1,0,0,0,"Parking πιλωτής"
"298",344,"Kallithea",2021-11-25,68500,1343,51,1975,"1st",1,1,1,2022-04-28,"Good","G",1,0,0,0,0,0,0,0,NA
"299",345,"Kallithea",2022-03-27,210000,2414,87,2008,"4th",2,1,1,2022-03-29,"Good","Pending",1,0,1,0,0,1,0,0,"Parking πιλωτής"
"300",346,"Kallithea",2022-03-22,310000,3333,93,2022,"5th",3,1,1,2022-06-10,"Newly built","Non effective",1,1,0,1,1,0,0,0,NA
"301",347,"Kallithea",2022-05-19,340000,3269,104,2022,"2nd",3,1,1,2022-06-10,"Under construction","A",0,0,1,1,0,0,0,0,"Κλειστό parking"
"302",348,"Kallithea",2022-04-01,425000,3346,127,2003,"5th",3,2,1,2022-04-09,"Excellent","C",1,1,1,1,0,1,0,0,"Parking πιλωτής"
"303",349,"Kallithea",2022-04-14,280000,3256,86,2003,"3rd",2,NA,1,2022-04-16,"Good","B",1,0,0,0,0,0,0,0,NA
"304",350,"Kallithea",2022-05-13,92000,1533,60,1981,"1st",1,1,1,2022-05-20,"Good","E",0,0,0,0,0,0,0,0,NA
"305",351,"Kallithea",2022-04-12,70000,1400,50,1960,"1st",1,NA,1,2022-04-28,"Not finished","G",0,0,1,0,0,1,0,0,NA
"306",352,"Kallithea",2022-05-20,350000,2800,125,2015,"1st",3,2,0,NA,"Newly built","Pending",0,0,0,1,0,0,0,0,NA
"307",356,"Kallithea",2021-03-06,61000,1356,45,1970,"Ημιώροφος",1,1,1,2022-03-17,"Good","G",1,0,0,0,0,0,0,0,NA
"308",357,"Kallithea",2021-05-05,150000,2273,66,1970,"1st",2,1,1,2022-03-17,"Renovated","E",1,1,1,1,0,0,0,0,NA
"309",358,"Kallithea",2021-09-20,8e+05,8000,100,1985,"3rd",2,1,1,2022-06-10,"Needs renovation","E",1,0,0,0,1,1,0,0,NA
"310",359,"Kallithea",2022-04-03,138000,2509,55,1983,"5th",1,1,1,2022-04-05,"Renovated","Pending",1,0,1,1,1,0,1,1,NA
"311",360,"Kallithea",2021-11-10,159000,3000,52,2021,"3rd",1,1,1,2022-06-02,"Under construction",NA,1,0,0,1,0,0,0,1,NA
"312",361,"Kallithea",2022-05-20,158000,1904,83,1985,"1st",2,1,1,2022-06-02,"Good","E",0,0,0,0,0,0,0,0,NA
"313",362,"Kallithea",2022-06-02,4e+05,2500,160,1993,"6th",4,1,1,2022-06-10,NA,"Pending",0,1,1,1,0,0,0,0,NA
"314",363,"Kallithea",2022-06-02,159000,3000,53,NA,"3rd",2,1,0,NA,"Under construction","Pending",0,1,0,1,0,0,0,0,NA
"315",364,"Kallithea",2022-02-09,290000,2990,89,2022,"8th",2,1,0,NA,"Under construction","A+",1,1,1,1,1,0,0,0,"Υπόγειο parking"
"316",365,"Kallithea",2021-12-15,90000,1500,60,2003,"Ground",1,1,1,2022-04-05,"Excellent","D",1,0,0,1,1,0,0,0,NA
"317",366,"Kallithea",2022-03-24,88000,1760,50,1989,"2nd",1,1,1,2022-03-25,"Good","F",0,0,1,0,0,0,0,0,NA
"318",367,"Kallithea",2022-04-25,270000,2455,110,2003,"3rd",3,1,1,2022-04-27,"Newly built","A",0,0,0,1,0,0,0,0,NA
"319",368,"Kallithea",2022-05-29,4e+05,3846,104,2021,"5th",3,1,0,NA,"Under construction","B+",1,0,0,1,0,1,0,0,NA
"320",369,"Kallithea",2017-05-08,339000,2338,145,1980,"2nd",3,1,0,NA,"Other","Pending",0,1,0,0,0,1,0,0,NA
"321",370,"Kallithea",2022-05-08,280000,3043,92,1972,"5th",3,1,1,2022-06-02,"Renovated","E",0,0,0,1,0,0,0,0,NA
"322",371,"Kallithea",2022-06-01,245000,2800,88,NA,"1st",2,1,1,2022-06-02,"Under construction","A+",0,0,0,0,0,0,0,0,NA
"323",372,"Kallithea",2022-04-28,273000,2482,110,2006,"3rd",3,1,0,NA,"Newly built","Pending",0,0,0,0,0,0,0,0,"Parking πιλωτής"
"324",373,"Kallithea",2022-03-16,2e+05,2041,98,1980,"1st",2,1,1,2022-04-05,"Excellent","D",1,1,0,0,0,0,0,0,NA
"325",374,"Kallithea",2022-03-31,250000,2778,90,2010,"1st",2,2,1,2022-04-06,"Newly built","C",0,0,0,0,0,0,0,0,"Ανοιχτό parking"
